Model,Test Accuracy (%)
alexnet,59.88939492517892
vgg16,66.10279765777489
vgg19,66.33051398828887
resnet18,63.305139882888746
resnet50,71.76317501626545
resnet101,69.22576447625244
densenet121,70.42940793754066
densenet201,73.51984385165908
shufflenet_v2_x1_0,0.9759271307742355
mobilenet_v2,73.91021470396878
googlenet,63.20754716981132
